pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
-50,x,,,,,11,2,46,0,595.1630632,,595.1487241,595.1630632,596.1478622,596.1478622,596.1478622,596.1478622,596.1645446,597.1491966,597.1491966,598.2340033,x,1,1.0703387,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,11,3,47,3,598.2508646,,598.2346879,598.2508646,599.2344365,599.2344365,599.2344365,599.2344365,599.2509771,600.2355002,600.2355002,601.2049201,z,1,0.9518392,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,12,0,48,3,601.2199294,,601.2056878,601.2199294,602.204112,602.204112,602.204112,602.204112,602.2209536,603.2057179,603.2057179,604.6249493,z,1,1.4071394,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,12,1,49,3,604.6407502,,604.6255783,604.6407502,605.6247236,605.6247236,605.6247236,605.6247236,605.64171,606.6262696,606.6262696,607.2110678,z,1,0.5726547,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,12,2,50,1,607.2264829,,607.2119561,607.2264829,608.2113178,608.2113178,608.2113178,608.2113178,608.2277052,609.21184,609.21184,610.1474366,v,1,0.9239853,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,12,3,51,3,610.163099,,610.1482669,610.163099,611.1478526,611.1478526,611.1478526,611.1478526,611.1642005,612.1485616,612.1485616,612.7841095,z,1,0.632006,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,13,0,52,0,612.7995699,,612.7847969,612.7995699,613.7840109,613.7840109,613.7840109,613.7840109,613.8009314,614.7846769,614.7846769,615.7873334,x,1,1.0007428,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,13,1,53,0,615.8027416,,615.7880057,615.8027416,616.7871528,616.7871528,616.7871528,616.7871528,616.8038698,617.7881295,617.7881295,618.707057,x,1,0.9100744,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,13,2,54,3,618.7226427,,618.7077904,618.7226427,619.707108,619.707108,619.707108,619.707108,619.723805,620.7080522,620.7080522,621.6100013,z,1,0.8957881,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,13,3,55,2,621.6259567,,621.6107017,621.6259567,622.6103982,622.6103982,622.6103982,622.6103982,622.6271075,623.6111981,623.6111981,624.6635579,c,1,1.0490639,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,14,0,56,1,624.6791606,,624.6644289,624.6791606,625.6636309,625.6636309,625.6636309,625.6636309,625.6803827,626.6645488,626.6645488,627.8843957,v,1,1.2106137,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,14,1,57,0,627.8993329,,627.8850413,627.8993329,628.9004747,628.9004747,628.9004747,628.9004747,628.9004747,629.8850857,629.8850857,630.8375937,x,1,0.9506746,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,14,2,58,0,630.8531174,,630.8382414,630.8531174,631.8367346,631.8367346,631.8367346,631.8367346,631.853664,632.8384267,632.8384267,633.3561593,x,1,0.5024095,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,14,3,59,2,633.3719876,,633.3569807,633.3719876,634.3562149,634.3562149,634.3562149,634.3562149,634.3736642,635.3578821,635.3578821,636.4767277,c,1,1.1166277,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,15,0,60,1,636.492072,,636.4773747,636.492072,637.4768157,637.4768157,637.4768157,637.4768157,637.4934577,638.477889,638.477889,639.5969425,v,1,1.1024275,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,15,1,61,0,639.6124561,,639.5976497,639.6124561,640.5966618,640.5966618,640.5966618,640.5966618,640.6136058,641.5980343,641.5980343,642.3161718,x,1,0.7064124,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,15,2,62,3,642.3325552,,642.3167987,642.3325552,643.3163941,643.3163941,643.3163941,643.3163941,643.3334183,644.3176482,644.3176482,645.0198951,z,1,0.7004328,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,15,3,63,2,645.0345468,,645.020545,645.0345468,646.0194642,646.0194642,646.0194642,646.0194642,646.0364022,647.0205519,647.0205519,647.8890332,c,1,0.8596585,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,16,0,64,2,647.9045878,,647.8897473,647.9045878,648.8889246,648.8889246,648.8889246,648.8889246,648.9055236,649.8901832,649.8901832,650.6590818,c,1,0.7561041,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,16,1,65,2,650.6743389,,650.6597096,650.6743389,651.6590431,651.6590431,651.6590431,651.6590431,651.6754371,652.6600181,652.6600181,653.5625936,c,1,0.8923027,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,16,2,66,3,653.5781588,,653.5633028,653.5781588,654.5626485,654.5626485,654.5626485,654.5626485,654.5783389,655.5640801,655.5640801,656.4818687,z,1,0.9067416,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,16,3,67,2,656.4975606,,656.4824958,656.4975606,657.4822308,657.4822308,657.4822308,657.4822308,657.4984323,658.4824961,658.4824961,659.3687211,c,1,0.8839208,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,17,0,68,0,659.3838912,,659.3693523,659.3838912,660.3687935,660.3687935,660.3687935,660.3687935,660.3852989,661.3696618,661.3696618,662.1880934,x,1,0.8095991,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,17,1,69,3,662.2037776,,662.1887469,662.2037776,663.1878763,663.1878763,663.1878763,663.1878763,663.2048089,664.1889246,664.1889246,664.8583773,z,1,0.6622868,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,17,2,70,0,664.8736494,,664.8590511,664.8736494,665.8576151,665.8576151,665.8576151,665.8576151,665.874398,666.858855,666.858855,667.6609506,x,1,0.7970718,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,17,3,71,3,667.6764819,,667.6621983,667.6764819,668.6612514,668.6612514,668.6612514,668.6612514,668.6775406,669.661998,669.661998,670.4807591,z,1,0.8035441,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,18,0,72,3,670.4958866,,670.4813893,670.4958866,671.4807515,671.4807515,671.4807515,671.4807515,671.4975385,672.4816971,672.4816971,673.4173301,z,1,0.9301537,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,18,1,73,1,673.4325227,,673.4179649,673.4325227,674.4168361,674.4168361,674.4168361,674.4168361,674.4337511,675.4184385,675.4184385,676.2206686,v,1,0.7980517,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,18,2,74,0,676.2359415,,676.2214541,676.2359415,677.2203199,677.2203199,677.2203199,677.2203199,677.2373103,678.2218284,678.2218284,679.2237828,x,1,0.9871155,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,18,3,75,3,679.2389402,,679.2244114,679.2389402,680.2241268,680.2241268,680.2241268,680.2241268,680.2404678,681.2246524,681.2246524,681.9268328,z,1,0.6963924,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,19,0,76,2,681.9420207,,681.9275014,681.9420207,682.9266369,682.9266369,682.9266369,682.9266369,682.943536,683.9278101,683.9278101,684.9798935,c,1,1.03639,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,19,1,77,2,684.9955256,,684.9806541,684.9955256,685.9802638,685.9802638,685.9802638,685.9802638,685.99695,686.9813369,686.9813369,687.8835285,c,1,0.8969282,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,19,2,78,1,687.8986043,,687.8842715,687.8986043,688.8997902,688.8997902,688.8997902,688.8997902,688.8997902,689.8846164,689.8846164,690.553427,v,1,0.6670065,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,19,3,79,3,690.5682023,,690.5541012,690.5682023,691.5530656,691.5530656,691.5530656,691.5530656,691.5693758,692.5544603,692.5544603,693.4060607,z,1,0.8490627,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,20,0,80,0,693.4218128,,693.4068925,693.4218128,694.4057898,694.4057898,694.4057898,694.4057898,694.4225494,695.4063772,695.4063772,696.3929737,x,1,0.9799125,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,20,1,81,1,696.4084983,,696.3937061,696.4084983,697.392481,697.392481,697.392481,697.392481,697.4091399,698.3933474,698.3933474,699.1784494,v,1,0.7840917,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,20,2,82,2,699.1945783,,699.1791023,699.1945783,700.1790096,700.1790096,700.1790096,700.1790096,700.1951947,701.1799511,701.1799511,702.1653461,c,1,0.9724857,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,20,3,83,1,702.1803872,,702.1664592,702.1803872,703.1657772,703.1657772,703.1657772,703.1657772,703.1818068,704.1671559,704.1671559,704.7681402,v,1,0.5945472,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,21,0,84,2,704.7840915,,704.7687642,704.7840915,705.7684807,705.7684807,705.7684807,705.7684807,705.7853366,706.7699762,706.7699762,707.4712904,c,1,0.6932545,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,21,1,85,1,707.486998,,707.4719286,707.486998,708.4719376,708.4719376,708.4719376,708.4719376,708.4879128,709.4723535,709.4723535,710.3746455,v,1,0.8974437,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,21,2,86,2,710.3902927,,710.3753102,710.3902927,711.3744901,711.3744901,711.3744901,711.3744901,711.3912808,712.3760002,712.3760002,713.4115034,c,1,1.0280382,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,21,3,87,2,713.4266326,,713.412124,713.4266326,714.4113717,714.4113717,714.4113717,714.4113717,714.4283183,715.4122942,715.4122942,716.1637099,c,1,0.7492879,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,22,0,88,2,716.1795665,,716.1645118,716.1795665,717.1642991,717.1642991,717.1642991,717.1642991,717.1809389,718.1664174,718.1664174,719.0183455,c,1,0.8486414,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,22,1,89,0,719.0329203,,719.0196238,719.0329203,720.0341601,720.0341601,720.0341601,720.0341601,720.0341601,721.0186907,721.0186907,722.1543713,x,1,1.1262624,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,22,2,90,1,722.1699498,,722.1550602,722.1699498,723.154376,723.154376,723.154376,723.154376,723.1709799,724.1550833,724.1550833,724.7905711,v,1,0.6193427,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,22,3,91,2,724.8062023,,724.7912237,724.8062023,725.7905696,725.7905696,725.7905696,725.7905696,725.8070609,726.7919502,726.7919502,727.7104256,c,1,0.9019555,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,23,0,92,1,727.7258123,,727.7111602,727.7258123,728.7107666,728.7107666,728.7107666,728.7107666,728.7271873,729.7114107,729.7114107,730.2972998,v,1,0.5762979,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,23,1,93,0,730.3122935,,730.2979294,730.3122935,731.2965098,731.2965098,731.2965098,731.2965098,731.3131166,732.2975899,732.2975899,733.1166014,x,1,0.8124352,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,23,2,94,2,733.1317175,,733.1172778,733.1317175,734.116676,734.116676,734.116676,734.116676,734.1334243,735.1173324,735.1173324,735.8192688,c,1,0.6983821,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,23,3,95,2,735.835104,,735.8199101,735.835104,736.8192374,736.8192374,736.8192374,736.8192374,736.8358172,737.8205112,737.8205112,738.6562745,c,1,0.8317296,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,24,0,96,2,738.6713248,,738.6570467,738.6713248,739.6725917,739.6725917,739.6725917,739.6725917,739.6725917,740.6565752,740.6565752,742.1432845,c,1,1.4712567,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,24,1,97,0,742.1585381,,742.1439063,742.1585381,743.1435089,743.1435089,743.1435089,743.1435089,743.1594647,744.1437517,744.1437517,744.9627869,x,1,0.8063574,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,24,2,98,0,744.9783866,,744.9634258,744.9783866,745.9629988,745.9629988,745.9629988,745.9629988,745.9793009,746.9640618,746.9640618,747.666299,x,1,0.7008492,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,24,3,99,1,747.6814135,,747.6681682,747.6814135,748.6831872,748.6831872,748.6831872,748.6831872,748.6831872,749.6669137,749.6669137,750.3019954,v,1,0.624023,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,25,0,100,0,750.317325,,750.3026656,750.317325,751.3026631,751.3026631,751.3026631,751.3026631,751.3184257,752.3031088,752.3031088,752.9044952,x,1,0.596458,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,25,1,101,3,752.9199497,,752.9051329,752.9199497,753.9049347,753.9049347,753.9049347,753.9049347,753.9211925,754.9059403,754.9059403,756.1752131,z,1,1.2530394,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,25,2,102,1,756.1907737,,756.1758437,756.1907737,757.1752506,757.1752506,757.1752506,757.1752506,757.191487,758.1763573,758.1763573,758.7448558,v,1,0.5599183,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,25,3,103,0,758.7601639,,758.7454816,758.7601639,759.7446028,759.7446028,759.7446028,759.7446028,759.761274,760.7456603,760.7456603,761.2310092,x,1,0.4820893,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,26,0,104,1,761.2465368,,761.2317921,761.2465368,762.2475543,762.2475543,762.2475543,762.2475543,762.2475543,763.2315616,763.2315616,763.766913,v,1,0.5240333,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,26,1,105,2,763.7821671,,763.7676547,763.7821671,764.7667842,764.7667842,764.7667842,764.7667842,764.7830875,765.7683702,765.7683702,766.4041711,c,1,0.632486,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,26,2,106,3,766.4184205,,766.4048444,766.4184205,767.4199136,767.4199136,767.4199136,767.4199136,767.4199136,768.4048746,768.4048746,769.0060151,z,1,0.5868473,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,26,3,107,1,769.0217666,,769.0067683,769.0217666,770.005903,770.005903,770.005903,770.005903,770.0225555,771.0070073,771.0070073,771.5584899,v,1,0.541896,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,27,0,108,0,771.5740394,,771.5591634,771.5740394,772.5587607,772.5587607,772.5587607,772.5587607,772.5752052,773.5597965,773.5597965,774.4455546,x,1,0.8768226,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,27,1,109,0,774.4611525,,774.4462235,774.4611525,775.4453161,775.4453161,775.4453161,775.4453161,775.4618965,776.4465011,776.4465011,776.9980442,x,1,0.5354279,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,27,2,110,2,777.013508,,776.9988005,777.013508,777.9976995,777.9976995,777.9976995,777.9976995,778.015354,778.9992108,778.9992108,780.4187942,c,1,1.4165725,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,27,3,111,2,780.4336724,,780.419427,780.4336724,781.4183056,781.4183056,781.4183056,781.4183056,781.4353206,782.4199217,782.4199217,783.0050842,c,1,0.5819508,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,28,0,112,1,783.020361,,783.0057204,783.020361,784.0044788,784.0044788,784.0044788,784.0044788,784.0216269,785.0059622,785.0059622,785.5736196,v,1,0.5617935,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,28,1,113,3,785.5898989,,785.5744896,785.5898989,786.5738785,786.5738785,786.5738785,786.5738785,786.5912585,787.5753672,787.5753672,788.2945277,z,1,0.7084002,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,28,2,114,1,788.3093796,,788.2951565,788.3093796,789.2940321,789.2940321,789.2940321,789.2940321,789.3104845,790.2949379,790.2949379,790.8632737,v,1,0.5563833,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,28,3,115,0,790.8786826,,790.8641436,790.8786826,791.8632244,791.8632244,791.8632244,791.8632244,791.8800223,792.8642307,792.8642307,793.9838524,x,1,1.1097358,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,29,0,116,3,793.9991449,,793.9846629,793.9991449,794.9831733,794.9831733,794.9831733,794.9831733,795.0003734,795.9844001,795.9844001,796.8539475,z,1,0.8650195,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,29,1,117,2,796.8685508,,796.8545721,796.8685508,797.8533954,797.8533954,797.8533954,797.8533954,797.8700002,798.854212,798.854212,800.0402895,c,1,1.1842672,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,29,2,118,1,800.0553646,,800.0411064,800.0553646,801.0402009,801.0402009,801.0402009,801.0402009,801.0568244,802.0418188,802.0418188,802.8764644,v,1,0.818821,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,29,3,119,3,802.8925349,,802.8770983,802.8925349,803.8765602,803.8765602,803.8765602,803.8765602,803.8934545,804.8775493,804.8775493,805.5468148,z,1,0.6652622,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,30,0,120,0,805.5618943,,805.5475695,805.5618943,806.5626576,806.5626576,806.5626576,806.5626576,806.5626576,807.5473149,807.5473149,808.3494018,x,1,0.7994882,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,30,1,121,3,808.3645908,,808.3500239,808.3645908,809.3494593,809.3494593,809.3494593,809.3494593,809.3651463,810.350657,810.350657,811.2025823,z,1,0.8486815,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,30,2,122,1,811.2179533,,811.2037033,811.2179533,812.2025878,812.2025878,812.2025878,812.2025878,812.2188982,813.2034389,813.2034389,814.1057012,v,1,0.8964789,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,30,3,123,1,814.121057,,814.1064158,814.121057,815.1059059,815.1059059,815.1059059,815.1059059,815.1218016,816.1072782,816.1072782,816.8096571,v,1,0.692656,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,31,0,124,3,816.8238889,,816.8103334,816.8238889,817.8254018,817.8254018,817.8254018,817.8254018,817.8254018,818.8099595,818.8099595,819.7783445,z,1,0.9545687,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
150,v,,,,,31,1,125,1,819.794018,,819.7789847,819.794018,820.7785296,820.7785296,820.7785296,820.7785296,820.7951081,821.7792783,821.7792783,822.9320177,v,1,1.1400244,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,31,2,126,2,822.9476856,,822.9326508,822.9476856,823.9317986,823.9317986,823.9317986,823.9317986,823.9483617,824.9333331,824.9333331,825.618378,c,1,0.6797009,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,31,3,127,2,825.6334514,,825.6192791,825.6334514,826.6188624,826.6188624,826.6188624,826.6188624,826.6352391,827.6198169,827.6198169,829.1723012,c,1,1.5438489,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,32,0,128,0,829.1880314,,829.1731525,829.1880314,830.1720238,830.1720238,830.1720238,830.1720238,830.1887815,831.1731418,831.1731418,831.9585415,x,1,0.7784741,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,32,1,129,3,831.9740033,,831.9591615,831.9740033,832.9583333,832.9583333,832.9583333,832.9583333,832.9753776,833.9595099,833.9595099,834.6281267,z,1,0.6531979,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-50,x,,,,,32,2,130,0,834.6437473,,834.6289874,834.6437473,835.6281113,835.6281113,835.6281113,835.6281113,835.6453134,836.6293056,836.6293056,837.3481232,x,1,0.7168859,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
50,c,,,,,32,3,131,2,837.3637994,,837.3487448,837.3637994,838.3475255,838.3475255,838.3475255,838.3475255,838.3648373,839.3492119,839.3492119,840.3346211,c,1,0.9757022,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,33,0,132,3,840.349908,,840.3352609,840.349908,841.3345407,841.3345407,841.3345407,841.3345407,841.350977,842.3358509,842.3358509,842.9542262,z,1,0.6056636,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,33,1,133,3,842.970028,,842.9549664,842.970028,843.9538675,843.9538675,843.9538675,843.9538675,843.9708646,844.9556627,844.9556627,845.8408312,z,1,0.8833698,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
-150,z,,,,,33,2,134,3,845.8559136,,845.8415548,845.8559136,846.8406606,846.8406606,846.8406606,846.8406606,846.8572488,847.8416646,847.8416646,848.3435796,z,1,0.4962417,None,568810,1,2024-10-11_19h04.27.544,MotorSequenceLearning,2024.1.5,None,2024-10-11 19h04.31.260832 +0530
